0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.320439914707094431e-04 -1.307808212004601955e-03 -1.324777840636670589e-03 -7.128877914510667324e-04 -1.263695303350687027e-03 1.241022255271673203e-03
5.041679833084344864e-04 -4.993449430912733078e-03 -5.058242473751306534e-03 -2.721935044974088669e-03 -4.825017880648374557e-03 4.738448653370141983e-03
8.762921206653118134e-04 -8.679092861711978912e-03 -8.791709318757057190e-03 -4.730983171612024307e-03 -8.386342786252498627e-03 8.235876448452472687e-03
1.248416141606867313e-03 -1.236473396420478821e-02 -1.252517383545637131e-02 -6.740030832588672638e-03 -1.194766536355018616e-02 1.173330284655094147e-02
1.917378976941108704e-03 -1.885479502379894257e-02 -1.909210905432701111e-02 -1.021562423557043076e-02 -1.814423687756061554e-02 1.776558160781860352e-02
2.707776147872209549e-03 -2.649211883544921875e-02 -2.681819163262844086e-02 -1.429116912186145782e-02 -2.541886642575263977e-02 2.483484707772731781e-02
3.498172620311379433e-03 -3.412943705916404724e-02 -3.454426676034927368e-02 -1.836671121418476105e-02 -3.269349038600921631e-02 3.190410509705543518e-02
4.316830076277256012e-03 -4.202174395322799683e-02 -4.252840578556060791e-02 -2.256414666771888733e-02 -4.019088298082351685e-02 3.918202221393585205e-02
5.545265041291713715e-03 -5.361136421561241150e-02 -5.425436422228813171e-02 -2.852901816368103027e-02 -5.091834440827369690e-02 4.948535561561584473e-02
6.773700006306171417e-03 -6.520098447799682617e-02 -6.598032265901565552e-02 -3.449388965964317322e-02 -6.164580583572387695e-02 5.978869646787643433e-02
8.002134039998054504e-03 -7.679059356451034546e-02 -7.770626991987228394e-02 -4.045875743031501770e-02 -7.237325608730316162e-02 7.009202241897583008e-02
9.420893155038356781e-03 -8.999697864055633545e-02 -9.110437333583831787e-02 -4.712417349219322205e-02 -8.439996838569641113e-02 8.158174902200698853e-02
1.110318116843700409e-02 -1.054419800639152527e-01 -1.068177372217178345e-01 -5.475957319140434265e-02 -9.822564572095870972e-02 9.471415728330612183e-02
1.278546825051307678e-02 -1.208869814872741699e-01 -1.225311085581779480e-01 -6.239497289061546326e-02 -1.120513305068016052e-01 1.078465655446052551e-01
1.446775533258914948e-02 -1.363319903612136841e-01 -1.382444798946380615e-01 -7.003036886453628540e-02 -1.258770078420639038e-01 1.209789738059043884e-01
1.649215072393417358e-02 -1.542737782001495361e-01 -1.570319235324859619e-01 -7.875224947929382324e-02 -1.417856514453887939e-01 1.359280645847320557e-01
1.861632615327835083e-02 -1.729437708854675293e-01 -1.767159402370452881e-01 -8.779098838567733765e-02 -1.583017855882644653e-01 1.514069885015487671e-01
2.074050344526767731e-02 -1.916137933731079102e-01 -1.963999867439270020e-01 -9.682975709438323975e-02 -1.748179644346237183e-01 1.668859571218490601e-01
2.291780896484851837e-02 -2.106375694274902344e-01 -2.165897488594055176e-01 -1.060125827789306641e-01 -1.916198283433914185e-01 1.826022863388061523e-01
2.545371651649475098e-02 -2.320491671562194824e-01 -2.401929944753646851e-01 -1.161678656935691833e-01 -2.103502899408340454e-01 1.999209374189376831e-01
2.798962220549583435e-02 -2.534607350826263428e-01 -2.637962400913238525e-01 -1.263231486082077026e-01 -2.290807515382766724e-01 2.172395884990692139e-01
3.052552975714206696e-02 -2.748723328113555908e-01 -2.873995006084442139e-01 -1.364784389734268188e-01 -2.478111982345581055e-01 2.345582395792007446e-01
3.324729204177856445e-02 -2.973873615264892578e-01 -3.125949501991271973e-01 -1.470502316951751709e-01 -2.674015760421752930e-01 2.525504231452941895e-01
3.616729751229286194e-02 -3.210794031620025635e-01 -3.394887447357177734e-01 -1.580662578344345093e-01 -2.879091799259185791e-01 2.712610661983489990e-01
3.908730298280715942e-02 -3.447714745998382568e-01 -3.663825690746307373e-01 -1.690823137760162354e-01 -3.084168434143066406e-01 2.899717092514038086e-01
4.200731217861175537e-02 -3.684635460376739502e-01 -3.932763636112213135e-01 -1.800983697175979614e-01 -3.289244771003723145e-01 3.086823523044586182e-01
4.523192346096038818e-02 -3.935051858425140381e-01 -4.220034778118133545e-01 -1.916402876377105713e-01 -3.506300747394561768e-01 3.282250463962554932e-01
4.851510748267173767e-02 -4.188063442707061768e-01 -4.510830938816070557e-01 -2.032832950353622437e-01 -3.725660145282745361e-01 3.479276895523071289e-01
5.179830268025398254e-02 -4.441075921058654785e-01 -4.801627695560455322e-01 -2.149263471364974976e-01 -3.945020139217376709e-01 3.676304221153259277e-01
5.514555424451828003e-02 -4.696288108825683594e-01 -5.094504356384277344e-01 -2.266442179679870605e-01 -4.166305065155029297e-01 3.874459564685821533e-01
5.875975266098976135e-02 -4.960669279098510742e-01 -5.396050810813903809e-01 -2.386740297079086304e-01 -4.395612180233001709e-01 4.077318310737609863e-01
6.237394362688064575e-02 -5.225049853324890137e-01 -5.697596669197082520e-01 -2.507038116455078125e-01 -4.624918997287750244e-01 4.280176758766174316e-01
6.598814576864242554e-02 -5.489431619644165039e-01 -5.999143123626708984e-01 -2.627336084842681885e-01 -4.854226112365722656e-01 4.483035504817962646e-01
6.976382434368133545e-02 -5.756945013999938965e-01 -6.302515864372253418e-01 -2.748505175113677979e-01 -5.087139606475830078e-01 4.686992466449737549e-01
7.367252558469772339e-02 -6.027038693428039551e-01 -6.607393622398376465e-01 -2.870392501354217529e-01 -5.323023200035095215e-01 4.891855120658874512e-01
7.758121192455291748e-02 -6.297131776809692383e-01 -6.912270188331604004e-01 -2.992279231548309326e-01 -5.558906197547912598e-01 5.096716880798339844e-01
8.148989081382751465e-02 -6.567224860191345215e-01 -7.217146754264831543e-01 -3.114165961742401123e-01 -5.794789195060729980e-01 5.301578640937805176e-01
8.562751114368438721e-02 -6.837136149406433105e-01 -7.523597478866577148e-01 -3.235514461994171143e-01 -6.033012866973876953e-01 5.504849553108215332e-01
8.978964388370513916e-02 -7.107026576995849609e-01 -7.830215692520141602e-01 -3.356804847717285156e-01 -6.271486878395080566e-01 5.707948803901672363e-01
9.395178407430648804e-02 -7.376917600631713867e-01 -8.136834502220153809e-01 -3.478095531463623047e-01 -6.509961485862731934e-01 5.911049246788024902e-01
9.817025810480117798e-02 -7.645569443702697754e-01 -8.443996906280517578e-01 -3.598746955394744873e-01 -6.748151779174804688e-01 6.112878322601318359e-01
1.025507524609565735e-01 -7.910662889480590820e-01 -8.752725720405578613e-01 -3.717561364173889160e-01 -6.985528469085693359e-01 6.311055421829223633e-01
1.069312244653701782e-01 -8.175754547119140625e-01 -9.061452746391296387e-01 -3.836375474929809570e-01 -7.222903966903686523e-01 6.509231925010681152e-01
1.113116964697837830e-01 -8.440846800804138184e-01 -9.370180368423461914e-01 -3.955189585685729980e-01 -7.460279464721679688e-01 6.707407832145690918e-01
1.158115342259407043e-01 -8.700770735740661621e-01 -9.679629802703857422e-01 -4.071589410305023193e-01 -7.695275545120239258e-01 6.900993585586547852e-01
1.203867197036743164e-01 -8.957428336143493652e-01 -9.989532232284545898e-01 -4.186463356018066406e-01 -7.928766608238220215e-01 7.091678380966186523e-01
1.249619275331497192e-01 -9.214087128639221191e-01 -1.029943704605102539e+00 -4.301337897777557373e-01 -8.162258863449096680e-01 7.282363772392272949e-01
1.295371204614639282e-01 -9.470745325088500977e-01 -1.060933947563171387e+00 -4.416211843490600586e-01 -8.395750522613525391e-01 7.473048567771911621e-01
1.342726647853851318e-01 -9.715151786804199219e-01 -1.092075109481811523e+00 -4.525910317897796631e-01 -8.623047471046447754e-01 7.654072642326354980e-01
1.390135288238525391e-01 -9.959149360656738281e-01 -1.123221039772033691e+00 -4.635435938835144043e-01 -8.850138187408447266e-01 7.834774255752563477e-01
1.437544077634811401e-01 -1.020314693450927734e+00 -1.154367089271545410e+00 -4.744961261749267578e-01 -9.077228903770446777e-01 8.015475869178771973e-01
1.485374420881271362e-01 -1.044200897216796875e+00 -1.185537219047546387e+00 -4.852383732795715332e-01 -9.301615953445434570e-01 8.192273974418640137e-01
1.534090042114257812e-01 -1.067008614540100098e+00 -1.216758012771606445e+00 -4.955388307571411133e-01 -9.520324468612670898e-01 8.360872864723205566e-01
1.582805663347244263e-01 -1.089816331863403320e+00 -1.247978925704956055e+00 -5.058393478393554688e-01 -9.739032983779907227e-01 8.529472351074218750e-01
1.631521284580230713e-01 -1.112624049186706543e+00 -1.279199719429016113e+00 -5.161397457122802734e-01 -9.957741498947143555e-01 8.698071241378784180e-01
1.680829674005508423e-01 -1.134243011474609375e+00 -1.310424685478210449e+00 -5.259532332420349121e-01 -1.016953587532043457e+00 8.857680559158325195e-01
1.730420142412185669e-01 -1.155295968055725098e+00 -1.341651320457458496e+00 -5.355347990989685059e-01 -1.037803649902343750e+00 9.013007879257202148e-01
1.780010610818862915e-01 -1.176348805427551270e+00 -1.372878074645996094e+00 -5.451163053512573242e-01 -1.058653712272644043e+00 9.168335199356079102e-01
1.829613149166107178e-01 -1.197339296340942383e+00 -1.404105424880981445e+00 -5.546735525131225586e-01 -1.079466700553894043e+00 9.323220252990722656e-01
1.879579722881317139e-01 -1.216459512710571289e+00 -1.435355067253112793e+00 -5.635013580322265625e-01 -1.099167943000793457e+00 9.464846253395080566e-01
1.929545998573303223e-01 -1.235579490661621094e+00 -1.466604351997375488e+00 -5.723291039466857910e-01 -1.118869066238403320e+00 9.606471061706542969e-01
1.979512274265289307e-01 -1.254699587821960449e+00 -1.497853636741638184e+00 -5.811568498611450195e-01 -1.138570070266723633e+00 9.748095273971557617e-01
2.029415220022201538e-01 -1.272992730140686035e+00 -1.529135107994079590e+00 -5.896808505058288574e-01 -1.157779455184936523e+00 9.884265661239624023e-01
2.079218178987503052e-01 -1.289977073669433594e+00 -1.560468077659606934e+00 -5.977240800857543945e-01 -1.176210284233093262e+00 1.001179933547973633e+00
2.129020690917968750e-01 -1.306961297988891602e+00 -1.591800808906555176e+00 -6.057672500610351562e-01 -1.194640994071960449e+00 1.013933300971984863e+00
2.178823202848434448e-01 -1.323945522308349609e+00 -1.623133420944213867e+00 -6.138104200363159180e-01 -1.213071703910827637e+00 1.026686668395996094e+00
2.228043675422668457e-01 -1.339329481124877930e+00 -1.654396414756774902e+00 -6.212546825408935547e-01 -1.230468034744262695e+00 1.038372397422790527e+00
2.277061641216278076e-01 -1.354156970977783203e+00 -1.685635089874267578e+00 -6.284905672073364258e-01 -1.247504711151123047e+00 1.049686670303344727e+00
2.326080054044723511e-01 -1.368984460830688477e+00 -1.716874003410339355e+00 -6.357265710830688477e-01 -1.264541387557983398e+00 1.061001062393188477e+00
2.374948710203170776e-01 -1.383616566658020020e+00 -1.748084783554077148e+00 -6.428803801536560059e-01 -1.281433105468750000e+00 1.072173595428466797e+00
2.422424107789993286e-01 -1.396426677703857422e+00 -1.779034495353698730e+00 -6.492683887481689453e-01 -1.296971559524536133e+00 1.082021474838256836e+00
2.469899654388427734e-01 -1.409236788749694824e+00 -1.809984207153320312e+00 -6.556563377380371094e-01 -1.312510013580322266e+00 1.091869473457336426e+00
2.517375349998474121e-01 -1.422047019004821777e+00 -1.840934038162231445e+00 -6.620443463325500488e-01 -1.328048586845397949e+00 1.101717352867126465e+00
2.563833892345428467e-01 -1.433968424797058105e+00 -1.871420264244079590e+00 -6.680535674095153809e-01 -1.342898964881896973e+00 1.110924601554870605e+00
2.609057426452636719e-01 -1.444810867309570312e+00 -1.901343822479248047e+00 -6.736028790473937988e-01 -1.356913924217224121e+00 1.119353771209716797e+00
2.654280960559844971e-01 -1.455653190612792969e+00 -1.931267261505126953e+00 -6.791522502899169922e-01 -1.370929002761840820e+00 1.127782821655273438e+00
2.699504494667053223e-01 -1.466495633125305176e+00 -1.961190700531005859e+00 -6.847015619277954102e-01 -1.384943962097167969e+00 1.136211991310119629e+00
2.742337584495544434e-01 -1.475922107696533203e+00 -1.989199995994567871e+00 -6.895934343338012695e-01 -1.397654533386230469e+00 1.143557190895080566e+00
2.784596085548400879e-01 -1.485008597373962402e+00 -2.016749620437622070e+00 -6.943275332450866699e-01 -1.410051941871643066e+00 1.150642156600952148e+00
2.826854884624481201e-01 -1.494095087051391602e+00 -2.044299364089965820e+00 -6.990616321563720703e-01 -1.422449350357055664e+00 1.157727003097534180e+00
2.868513166904449463e-01 -1.502937316894531250e+00 -2.071228742599487305e+00 -7.036674618721008301e-01 -1.434577226638793945e+00 1.164605736732482910e+00
2.907047569751739502e-01 -1.510508775711059570e+00 -2.094932317733764648e+00 -7.076062560081481934e-01 -1.445303559303283691e+00 1.170412182807922363e+00
2.945582270622253418e-01 -1.518080234527587891e+00 -2.118635892868041992e+00 -7.115450501441955566e-01 -1.456029772758483887e+00 1.176218628883361816e+00
2.984116971492767334e-01 -1.525651574134826660e+00 -2.142339468002319336e+00 -7.154838442802429199e-01 -1.466756105422973633e+00 1.182025074958801270e+00
3.020344078540802002e-01 -1.532484650611877441e+00 -2.163995504379272461e+00 -7.190282344818115234e-01 -1.476626038551330566e+00 1.187212228775024414e+00
3.054408133029937744e-01 -1.538625121116638184e+00 -2.183732032775878906e+00 -7.222030758857727051e-01 -1.485693097114562988e+00 1.191818714141845703e+00
3.088472485542297363e-01 -1.544765710830688477e+00 -2.203468322753906250e+00 -7.253778576850891113e-01 -1.494760274887084961e+00 1.196425318717956543e+00
3.122536540031433105e-01 -1.550906300544738770e+00 -2.223204851150512695e+00 -7.285525798797607422e-01 -1.503827452659606934e+00 1.201031804084777832e+00
3.151985406875610352e-01 -1.555868268013000488e+00 -2.239468574523925781e+00 -7.310887575149536133e-01 -1.511385679244995117e+00 1.204656839370727539e+00
3.180750608444213867e-01 -1.560655355453491211e+00 -2.255218029022216797e+00 -7.335303425788879395e-01 -1.518720269203186035e+00 1.208136558532714844e+00
3.209515810012817383e-01 -1.565442681312561035e+00 -2.270967245101928711e+00 -7.359719276428222656e-01 -1.526054978370666504e+00 1.211616277694702148e+00
3.236879110336303711e-01 -1.569956183433532715e+00 -2.285813808441162109e+00 -7.382560372352600098e-01 -1.532972097396850586e+00 1.214861154556274414e+00
3.259433209896087646e-01 -1.573531508445739746e+00 -2.297564744949340820e+00 -7.400003075599670410e-01 -1.538457512855529785e+00 1.217301011085510254e+00
3.281987905502319336e-01 -1.577106833457946777e+00 -2.309315443038940430e+00 -7.417445778846740723e-01 -1.543943047523498535e+00 1.219740867614746094e+00
3.304542601108551025e-01 -1.580682158470153809e+00 -2.321066379547119141e+00 -7.434887886047363281e-01 -1.549428462982177734e+00 1.222180724143981934e+00
3.322944641113281250e-01 -1.583531141281127930e+00 -2.330487966537475586e+00 -7.448536753654479980e-01 -1.553804159164428711e+00 1.224073290824890137e+00
3.338347077369689941e-01 -1.585855603218078613e+00 -2.338227510452270508e+00 -7.459446191787719727e-01 -1.557378172874450684e+00 1.225570559501647949e+00
3.353749811649322510e-01 -1.588180184364318848e+00 -2.345966815948486328e+00 -7.470355629920959473e-01 -1.560952305793762207e+00 1.227067708969116211e+00
3.369152247905731201e-01 -1.590504646301269531e+00 -2.353706359863281250e+00 -7.481265068054199219e-01 -1.564526438713073730e+00 1.228564977645874023e+00
3.377154469490051270e-01 -1.591664910316467285e+00 -2.357702970504760742e+00 -7.486509680747985840e-01 -1.566308379173278809e+00 1.229274034500122070e+00
3.384646177291870117e-01 -1.592744946479797363e+00 -2.361441373825073242e+00 -7.491363883018493652e-01 -1.567966699600219727e+00 1.229928612709045410e+00
3.392137885093688965e-01 -1.593824863433837891e+00 -2.365180015563964844e+00 -7.496218085289001465e-01 -1.569625020027160645e+00 1.230583310127258301e+00
3.397454619407653809e-01 -1.594591259956359863e+00 -2.367833137512207031e+00 -7.499662637710571289e-01 -1.570801973342895508e+00 1.231047868728637695e+00
3.397454619407653809e-01 -1.594591259956359863e+00 -2.367833137512207031e+00 -7.499662637710571289e-01 -1.570801973342895508e+00 1.231047868728637695e+00
3.397454619407653809e-01 -1.594591259956359863e+00 -2.367833137512207031e+00 -7.499662637710571289e-01 -1.570801973342895508e+00 1.231047868728637695e+00
3.397454619407653809e-01 -1.594591259956359863e+00 -2.367833137512207031e+00 -7.499662637710571289e-01 -1.570801973342895508e+00 1.231047868728637695e+00
3.397454619407653809e-01 -1.594591259956359863e+00 -2.367833137512207031e+00 -7.499662637710571289e-01 -1.570801973342895508e+00 1.231047868728637695e+00
3.397454619407653809e-01 -1.594591259956359863e+00 -2.367833137512207031e+00 -7.499662637710571289e-01 -1.570801973342895508e+00 1.231047868728637695e+00
3.397454619407653809e-01 -1.594591259956359863e+00 -2.367833137512207031e+00 -7.499662637710571289e-01 -1.570801973342895508e+00 1.231047868728637695e+00
